#group,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string,string,string,double,dateTime:RFC3339
#default,median,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_field,_measurement,class,host,location,metric_type,model,sensorid,sensorplatform,sensortype,type,_value,_time
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,48,2026-07-07T14:30:00Z
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,48,2026-07-07T14:31:00Z
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,48,2026-07-07T14:32:00Z
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,48,2026-07-07T14:33:00Z
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,48,2026-07-07T14:34:00Z
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,48,2026-07-07T14:35:00Z
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,48,2026-07-07T14:36:00Z
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,48,2026-07-07T14:37:00Z
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,47,2026-07-07T14:38:00Z
,,16,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,sensor,dell01,MER,gauge,R630,woodstack03-mer,esp32,wifi,physical,48,2026-07-07T14:39:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,70,2026-07-07T14:25:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,70,2026-07-07T14:26:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,71,2026-07-07T14:27:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,70,2026-07-07T14:28:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,70,2026-07-07T14:29:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,70,2026-07-07T14:30:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,71,2026-07-07T14:31:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,72,2026-07-07T14:32:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,71,2026-07-07T14:33:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,70,2026-07-07T14:34:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,70,2026-07-07T14:35:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,70,2026-07-07T14:36:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,70,2026-07-07T14:37:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,70,2026-07-07T14:38:00Z
,,17,2026-07-07T14:24:10.716726347Z,2026-07-07T14:39:10.716726347Z,wifi-signal-percent,woodstack,shelves-4,dell01,MER,gauge,R630,woodstack10-mer,esp32,wifi,physical,70,2026-07-07T14:39:00Z

